,Order,Butterfly_Moth,Family,Genus,Species,Subspecies,Sex,Name
23854,Lepidoptera,Butterfly,Pieridae,Delias,Delias mysis,Delias mysis,,Lepidoptera Butterfly Pieridae Delias mysis nan nan
23867,Lepidoptera,Butterfly,Pieridae,Delias,Delias hyparete,Delias hyparete palawanica,,Lepidoptera Butterfly Pieridae Delias hyparete palawanica nan
23887,Lepidoptera,Butterfly,Pieridae,Delias,Delias hyparete,Delias hyparete diva,,Lepidoptera Butterfly Pieridae Delias hyparete diva nan
23930,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe orientalis,Prioneris autothisbe orientalis male,Lepidoptera Butterfly Pieridae Prioneris autothisbe orientalis male
23931,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe orientalis,,Lepidoptera Butterfly Pieridae Prioneris autothisbe orientalis nan
23961,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe flavomarginata,,Lepidoptera Butterfly Pieridae Hebomoia glaucippe flavomarginata nan
24066,Lepidoptera,Butterfly,Pieridae,Delias,Delias hyparete,Delias hyparete niasana,Delias hyparete niasana female,Lepidoptera Butterfly Pieridae Delias hyparete niasana female
24067,Lepidoptera,Butterfly,Pieridae,Delias,Delias hyparete,Delias hyparete niasana,Delias hyparete niasana male,Lepidoptera Butterfly Pieridae Delias hyparete niasana male
24069,Lepidoptera,Butterfly,Pieridae,Delias,Delias hyparete,Delias hyparete niasana,,Lepidoptera Butterfly Pieridae Delias hyparete niasana nan
24079,Lepidoptera,Butterfly,Pieridae,Delias,Delias periboea,Delias periboea,,Lepidoptera Butterfly Pieridae Delias periboea nan nan
24080,Lepidoptera,Butterfly,Pieridae,Delias,Delias periboea,Delias periboea,Delias periboea female,Lepidoptera Butterfly Pieridae Delias periboea nan female
24082,Lepidoptera,Butterfly,Pieridae,Phrissura,Phrissura aegis,Phrissura aegis,,Lepidoptera Butterfly Pieridae Phrissura aegis nan nan
24083,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora perimale,Cepora perimale,Cepora perimale male,Lepidoptera Butterfly Pieridae Cepora perimale nan male
24084,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias reinwardtii,Ixias reinwardtii,,Lepidoptera Butterfly Pieridae Ixias reinwardtii nan nan
24088,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias reinwardtii,Ixias reinwardtii,Ixias reinwardtii male,Lepidoptera Butterfly Pieridae Ixias reinwardtii nan male
24089,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias reinwardtii,Ixias reinwardtii,Ixias reinwardtii female,Lepidoptera Butterfly Pieridae Ixias reinwardtii nan female
24090,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema alitha,Eurema alitha sankapura,Eurema alitha sankapura male,Lepidoptera Butterfly Pieridae Eurema alitha sankapura male
24091,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema blanda,Eurema blanda norbana,,Lepidoptera Butterfly Pieridae Eurema blanda norbana nan
24092,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina hypatia,Elodina hypatia hypatia,Elodina hypatia hypatia male,Lepidoptera Butterfly Pieridae Elodina hypatia hypatia male
24094,Lepidoptera,Butterfly,Nymphalidae,Herona,Herona sumatrana,Herona sumatrana,,Lepidoptera Butterfly Nymphalidae Herona sumatrana nan nan
24097,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema smilax,Eurema smilax gracilior,Eurema smilax gracilior male,Lepidoptera Butterfly Pieridae Eurema smilax gracilior male
24098,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema smilax,Eurema smilax gracilior,Eurema smilax gracilior female,Lepidoptera Butterfly Pieridae Eurema smilax gracilior female
24099,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema lacteola,Eurema lacteola,,Lepidoptera Butterfly Pieridae Eurema lacteola nan nan
24108,Lepidoptera,Butterfly,Pieridae,Delias,Delias gabia,Delias gabia zarate,Delias gabia zarate male,Lepidoptera Butterfly Pieridae Delias gabia zarate male
24113,Lepidoptera,Butterfly,Pieridae,Delias,Delias mavroneria,Delias mavroneria,,Lepidoptera Butterfly Pieridae Delias mavroneria nan nan
24137,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe,,Lepidoptera Butterfly Pieridae Prioneris autothisbe nan nan
24140,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe,Prioneris autothisbe male,Lepidoptera Butterfly Pieridae Prioneris autothisbe nan male
24160,Lepidoptera,Butterfly,Pieridae,Udaiana,Udaiana cynis,Udaiana cynis,Udaiana cynis male,Lepidoptera Butterfly Pieridae Udaiana cynis nan male
24161,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias balice,Ixias balice,Ixias balice male,Lepidoptera Butterfly Pieridae Ixias balice nan male
24162,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias flavipennis,Ixias flavipennis,Ixias flavipennis male,Lepidoptera Butterfly Pieridae Ixias flavipennis nan male
24167,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe vossii,Hebomoia glaucippe vossii male,Lepidoptera Butterfly Pieridae Hebomoia glaucippe vossii male
24170,Lepidoptera,Butterfly,Pieridae,Saletara,Saletara panda,Saletara panda panda,,Lepidoptera Butterfly Pieridae Saletara panda panda nan
24171,Lepidoptera,Butterfly,Pieridae,Saletara,Saletara panda,Saletara panda panda,Saletara panda panda male,Lepidoptera Butterfly Pieridae Saletara panda panda male
24172,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema tominia,Eurema tominia,,Lepidoptera Butterfly Pieridae Eurema tominia nan nan
24173,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina andropis,Elodina andropis namatia,,Lepidoptera Butterfly Pieridae Elodina andropis namatia nan
24175,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora pactolicus,Cepora pactolicus,Cepora pactolicus male,Lepidoptera Butterfly Pieridae Cepora pactolicus nan male
24177,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nerissa,Cepora nerissa,Cepora nerissa male,Lepidoptera Butterfly Pieridae Cepora nerissa nan male
24178,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora iudith,Cepora iudith malaya,,Lepidoptera Butterfly Pieridae Cepora iudith malaya nan
24183,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nerissa,Cepora nerissa corva,,Lepidoptera Butterfly Pieridae Cepora nerissa corva nan
24196,Lepidoptera,Butterfly,Pieridae,Gandaca,Gandaca harina,Gandaca harina auriflua,Gandaca harina auriflua male,Lepidoptera Butterfly Pieridae Gandaca harina auriflua male
24197,Lepidoptera,Butterfly,Pieridae,Gandaca,Gandaca harina,Gandaca harina,Gandaca harina male,Lepidoptera Butterfly Pieridae Gandaca harina nan male
24203,Lepidoptera,Butterfly,Pieridae,Gandaca,Gandaca harina,Gandaca harina,Gandaca harina female,Lepidoptera Butterfly Pieridae Gandaca harina nan female
24217,Lepidoptera,Butterfly,Pieridae,Dercas,Dercas verhuelli,Dercas verhuelli,,Lepidoptera Butterfly Pieridae Dercas verhuelli nan nan
24222,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nadina,Cepora nadina nadina,Cepora nadina nadina male,Lepidoptera Butterfly Pieridae Cepora nadina nadina male
24223,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora perimale,Cepora perimale bolana,,Lepidoptera Butterfly Pieridae Cepora perimale bolana nan
24227,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora perimale,Cepora perimale agnata,Cepora perimale agnata male,Lepidoptera Butterfly Pieridae Cepora perimale agnata male
24228,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema tilaha,Eurema tilaha,,Lepidoptera Butterfly Pieridae Eurema tilaha nan nan
24230,Lepidoptera,Butterfly,Pieridae,Saletara,Saletara liberia,Saletara liberia eliada,Saletara liberia eliada male,Lepidoptera Butterfly Pieridae Saletara liberia eliada male
24234,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema sari,Eurema sari,,Lepidoptera Butterfly Pieridae Eurema sari nan nan
24237,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome themana,,Lepidoptera Butterfly Pieridae Prioneris philonome themana nan
24239,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome,Prioneris philonome male,Lepidoptera Butterfly Pieridae Prioneris philonome nan male
24244,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome themana,Prioneris philonome themana male,Lepidoptera Butterfly Pieridae Prioneris philonome themana male
24246,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome,Prioneris philonome female,Lepidoptera Butterfly Pieridae Prioneris philonome nan female
24249,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome,,Lepidoptera Butterfly Pieridae Prioneris philonome nan nan
24250,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina malayana,,Lepidoptera Butterfly Pieridae Leptosia nina malayana nan
24254,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nerissa,Cepora nerissa corva,Cepora nerissa corva male,Lepidoptera Butterfly Pieridae Cepora nerissa corva male
24256,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nerissa,Cepora nerissa,Cepora nerissa female,Lepidoptera Butterfly Pieridae Cepora nerissa nan female
24263,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nerissa,Cepora nerissa,,Lepidoptera Butterfly Pieridae Cepora nerissa nan nan
24268,Lepidoptera,Butterfly,Pieridae,Gandaca,Gandaca butyrosa,Gandaca butyrosa samanga,Gandaca butyrosa samanga male,Lepidoptera Butterfly Pieridae Gandaca butyrosa samanga male
24276,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema laeta,Eurema laeta,,Lepidoptera Butterfly Pieridae Eurema laeta nan nan
24293,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema ada,Eurema ada toba,,Lepidoptera Butterfly Pieridae Eurema ada toba nan
24296,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema blanda,Eurema blanda,Eurema blanda female,Lepidoptera Butterfly Pieridae Eurema blanda nan female
24297,Lepidoptera,Butterfly,Pieridae,Catopsilia,Catopsilia scylla,Catopsilia scylla sidra,Catopsilia scylla sidra female,Lepidoptera Butterfly Pieridae Catopsilia scylla sidra female
24301,Lepidoptera,Butterfly,Pieridae,Appias,Appias cardena,Appias cardena hagar,,Lepidoptera Butterfly Pieridae Appias cardena hagar nan
24302,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina dione,,Lepidoptera Butterfly Pieridae Leptosia nina dione nan
24306,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe autothisbe,Prioneris autothisbe autothisbe female,Lepidoptera Butterfly Pieridae Prioneris autothisbe autothisbe female
24311,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris thestylis,Prioneris thestylis malaccana,,Lepidoptera Butterfly Pieridae Prioneris thestylis malaccana nan
24315,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora nadina,Cepora nadina,,Lepidoptera Butterfly Pieridae Cepora nadina nan nan
24328,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris thestylis,Prioneris thestylis malaccana,Prioneris thestylis malaccana female,Lepidoptera Butterfly Pieridae Prioneris thestylis malaccana female
24330,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe ceylonica,,Lepidoptera Butterfly Pieridae Hebomoia glaucippe ceylonica nan
24331,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema hecabe,Eurema hecabe oeta,,Lepidoptera Butterfly Pieridae Eurema hecabe oeta nan
24333,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema blanda,Eurema blanda indecisa,,Lepidoptera Butterfly Pieridae Eurema blanda indecisa nan
24336,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema lacteola,Eurema lacteola baliensis,Eurema lacteola baliensis male,Lepidoptera Butterfly Pieridae Eurema lacteola baliensis male
24339,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome themana,Prioneris philonome themana female,Lepidoptera Butterfly Pieridae Prioneris philonome themana female
24346,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina nina,,Lepidoptera Butterfly Pieridae Leptosia nina nina nan
24347,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina nina,Leptosia nina nina male,Lepidoptera Butterfly Pieridae Leptosia nina nina male
24363,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina comma,,Lepidoptera Butterfly Pieridae Leptosia nina comma nan
24368,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina dispar,Elodina dispar,Elodina dispar male,Lepidoptera Butterfly Pieridae Elodina dispar nan male
24369,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina dispar,Elodina dispar,Elodina dispar female,Lepidoptera Butterfly Pieridae Elodina dispar nan female
24372,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina therasia,Elodina therasia,Elodina therasia female,Lepidoptera Butterfly Pieridae Elodina therasia nan female
24375,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina therasia,Elodina therasia,Elodina therasia male,Lepidoptera Butterfly Pieridae Elodina therasia nan male
24387,Lepidoptera,Butterfly,Pieridae,Delias,Delias timorensis,Delias timorensis,Delias timorensis male,Lepidoptera Butterfly Pieridae Delias timorensis nan male
24388,Lepidoptera,Butterfly,Pieridae,Delias,Delias timorensis,Delias timorensis,Delias timorensis female,Lepidoptera Butterfly Pieridae Delias timorensis nan female
24397,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe celebensis,Hebomoia glaucippe celebensis female,Lepidoptera Butterfly Pieridae Hebomoia glaucippe celebensis female
24404,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema andersoni,Eurema andersoni udana,,Lepidoptera Butterfly Pieridae Eurema andersoni udana nan
24408,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema brigitta,Eurema brigitta drona,Eurema brigitta drona female,Lepidoptera Butterfly Pieridae Eurema brigitta drona female
24415,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema brigitta,Eurema brigitta drona,,Lepidoptera Butterfly Pieridae Eurema brigitta drona nan
24426,Lepidoptera,Butterfly,Pieridae,Delias,Delias periboea,Delias periboea floresiana,Delias periboea floresiana male,Lepidoptera Butterfly Pieridae Delias periboea floresiana male
24428,Lepidoptera,Butterfly,Pieridae,Delias,Delias sambawana,Delias sambawana,Delias sambawana male,Lepidoptera Butterfly Pieridae Delias sambawana nan male
24429,Lepidoptera,Butterfly,Pieridae,Delias,Delias sambawana,Delias sambawana,,Lepidoptera Butterfly Pieridae Delias sambawana nan nan
24432,Lepidoptera,Butterfly,Pieridae,Saletara,Saletara panda,Saletara panda,Saletara panda female,Lepidoptera Butterfly Pieridae Saletara panda nan female
24437,Lepidoptera,Butterfly,Pieridae,Appias,Appias lucasii,Appias lucasii,Appias lucasii male,Lepidoptera Butterfly Pieridae Appias lucasii nan male
24482,Lepidoptera,Butterfly,Pieridae,Ixias,Ixias piepersii,Ixias piepersii,,Lepidoptera Butterfly Pieridae Ixias piepersii nan nan
24523,Lepidoptera,Butterfly,Pieridae,Saletara,Saletara panda,Saletara panda,Saletara panda male,Lepidoptera Butterfly Pieridae Saletara panda nan male
24561,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe flavomarginata,Hebomoia glaucippe flavomarginata male,Lepidoptera Butterfly Pieridae Hebomoia glaucippe flavomarginata male
24585,Lepidoptera,Butterfly,Pieridae,Hebomoia,Hebomoia glaucippe,Hebomoia glaucippe flavomarginata,Hebomoia glaucippe flavomarginata female,Lepidoptera Butterfly Pieridae Hebomoia glaucippe flavomarginata female
24586,Lepidoptera,Butterfly,Pieridae,Appias,Appias cardena,Appias cardena perakana,,Lepidoptera Butterfly Pieridae Appias cardena perakana nan
24587,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia lignea,Leptosia lignea,,Lepidoptera Butterfly Pieridae Leptosia lignea nan nan
24591,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris autothisbe,Prioneris autothisbe,Prioneris autothisbe female,Lepidoptera Butterfly Pieridae Prioneris autothisbe nan female
24595,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema tilaha,Eurema tilaha tilaha,Eurema tilaha tilaha male,Lepidoptera Butterfly Pieridae Eurema tilaha tilaha male
24596,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome vollenhovii,Prioneris philonome vollenhovii female,Lepidoptera Butterfly Pieridae Prioneris philonome vollenhovii female
24597,Lepidoptera,Butterfly,Pieridae,Prioneris,Prioneris philonome,Prioneris philonome vollenhovii,Prioneris philonome vollenhovii male,Lepidoptera Butterfly Pieridae Prioneris philonome vollenhovii male
24605,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina hypatia,Elodina hypatia hypatia,,Lepidoptera Butterfly Pieridae Elodina hypatia hypatia nan
24609,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina malayana,Leptosia nina malayana male,Lepidoptera Butterfly Pieridae Leptosia nina malayana male
24610,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia nina,Leptosia nina malayana,Leptosia nina malayana female,Lepidoptera Butterfly Pieridae Leptosia nina malayana female
24612,Lepidoptera,Butterfly,Pieridae,Leptosia,Leptosia lignea,Leptosia lignea,Leptosia lignea male,Lepidoptera Butterfly Pieridae Leptosia lignea nan male
24614,Lepidoptera,Butterfly,Pieridae,Elodina,Elodina hypatia,Elodina hypatia hypatia,Elodina hypatia hypatia female,Lepidoptera Butterfly Pieridae Elodina hypatia hypatia female
24615,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora iudith,Cepora iudith oberthueri,Cepora iudith oberthueri male,Lepidoptera Butterfly Pieridae Cepora iudith oberthueri male
24617,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora iudith,Cepora iudith oberthueri,,Lepidoptera Butterfly Pieridae Cepora iudith oberthueri nan
24643,Lepidoptera,Butterfly,Pieridae,Delias,Delias sambawana,Delias sambawana everetti,Delias sambawana everetti male,Lepidoptera Butterfly Pieridae Delias sambawana everetti male
24644,Lepidoptera,Butterfly,Pieridae,Appias,Appias aegis,Appias aegis aegina,Appias aegis aegina male,Lepidoptera Butterfly Pieridae Appias aegis aegina male
24645,Lepidoptera,Butterfly,Pieridae,Appias,Appias epaphia,Appias epaphia,,Lepidoptera Butterfly Pieridae Appias epaphia nan nan
24647,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora aspasia,Cepora aspasia aspasina,,Lepidoptera Butterfly Pieridae Cepora aspasia aspasina nan
24648,Lepidoptera,Butterfly,Pieridae,Dercas,Dercas verhuelli,Dercas verhuelli doubledayi,,Lepidoptera Butterfly Pieridae Dercas verhuelli doubledayi nan
24649,Lepidoptera,Butterfly,Pieridae,Gonepteryx,Gonepteryx farinosa,Gonepteryx farinosa,Gonepteryx farinosa female,Lepidoptera Butterfly Pieridae Gonepteryx farinosa nan female
24650,Lepidoptera,Butterfly,Pieridae,Gonepteryx,Gonepteryx farinosa,Gonepteryx farinosa,Gonepteryx farinosa male,Lepidoptera Butterfly Pieridae Gonepteryx farinosa nan male
24651,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema candida,Eurema candida candida,Eurema candida candida female,Lepidoptera Butterfly Pieridae Eurema candida candida female
24666,Lepidoptera,Butterfly,Pieridae,Eurema,Eurema blanda,Eurema blanda arsakia,,Lepidoptera Butterfly Pieridae Eurema blanda arsakia nan
24671,Lepidoptera,Butterfly,Pieridae,Cepora,Cepora perimale,Cepora perimale pitys,Cepora perimale pitys male,Lepidoptera Butterfly Pieridae Cepora perimale pitys male
